custom_pub_id,longitude,latitude
aa84f9726436e3b896b4263080cd3729,-1.9376825,52.504066
c6de4e52e9eac7f9e738f8c80c6bd0d9,0.9409665,52.68266
5c2d19b2111c792f1e03a5d0bb06be6e,-0.1970787,51.790092
3f2b618c5a9277cd4cdcd7bd86cd644b,-0.0323502,51.812695
1b9fa48bc9939db210bfdb4114a5c0d8,-2.1767783,53.602406
86ffd27fdfb53f14cd72b899f270342f,-1.5748979,54.776016
350f4ad948b2b2ff14d42873cfa9ba46,0.3914266,52.245663
df2269e4e1bc7bc43cd76ba165899ad1,-3.2329636,53.17927
6d13dc94162386e6d2c918f2f52cc00a,0.4612919,52.10858
709d6f2be1638037dd21ba2e41d77d34,0.1136865,51.544563
c7bc508fa5c6fe1389a1807e9c44d91d,-1.4833634,55.060646
edd5d6cbf997e160b6786000edf21d6f,-3.405747,52.95846
1fe0323c6645c01433ff30798793e132,-4.2706795,53.14137
1ed23d0ee0dd68b9521d3d5aefa669d2,0.1195467,51.779705
014a51166bcdd6315c1652fceec9b2c8,-1.8717709,52.503693
e63cd13b6398cd7224b443b47d957c84,-3.841928,52.65456
47e32f353f39b8c65cb92865c4d2bac1,-1.8400935,52.476295
2d8b68cacfcf87b739081318409617fc,-0.3456342,51.535954
dc64a9856b9cea2cf39cfe66058978d3,-0.0742877,51.519352
7adb6de0d07922e30c9492cdcce7b675,-0.0740019,51.560974
e0692c7a5897411fb265807073bd2cb4,-0.2949833,51.40188
1cb23ba9a75cc8d1667bc09fc6b94d67,-1.471182,52.40704
2f2f536a7020b1e63a20cc65229122e6,-4.0019155,53.08254
5dffaa58b8a7e263335b4ab2360720fb,-2.0158095,52.50457
bc56cd64014761a81dda8f5b298b11d6,0.0540315,51.533188
77eb2fce5fb2c0f0f32213d35f3000de,-0.0832684,51.512848
37bcc66ec2814ccd56c1ee2b61c9df7b,-0.1075972,51.514084
45b2aa59c75b34be186b18e71fc3df32,-0.0945252,51.540085
96e4b8d1e6c23bd9ba555ee7e46ed8ff,-0.0136065,51.496143
4802eafdfcfaf42238b057ad54d34163,-2.0804193,52.602036
7ffd75fcd1280c65e18f0d957efa7540,-0.0798203,51.551704
d31730ea1f625627e782415e47920f83,-3.98714,51.953846
d4794384ced2efefe6b3f9146b317a2f,-0.0836905,51.561035
e8fb23d63293262d6b96ddb550a71518,-0.124743,51.51453
80919ef50fbb66ac6a487752c505ebf6,-4.739936,51.7997
e47cf780d90e460d64e9e14800538126,-2.1407611,52.08121
284a0ac0f5f8ae7fe8d428c1fbeb8fb6,-0.1508716,51.569904
3c03559317f3b29171c75bdd70d866fe,-3.95721,51.85279
e3d0258ebb88573b350f86381b75137d,-0.177342,51.55659
8bc9fb52c717ee546873c18277765830,-0.1277491,51.515472
bc8dfc3ca3a382aa4935a0bea30d1b4e,-2.9812531,51.94155
1f00315c3ea0d4b1abe924686393409e,-0.1992806,54.084213
d59a0665129d39eb7133723007efc92b,-2.709066,52.059345
86f7f9173b0ff845867e593c9fb1879e,-2.7146692,52.061317
d35c68d81359e1f500cc98ae5b6c1afa,-2.9060297,52.12201
048702570c6114924baeed964097b96b,-1.5163531,54.01489
13694dcc8836afa1a93acd42b4c414ff,-0.1563144,51.54974
8323613de1ffbb397d4fadd015371c1c,-0.1396292,51.552982
474d51d16f960d87ae0fbd5dfffdf485,-0.1914915,51.532085
c25733fe2c89061710056bcc91c49440,-0.241716,51.62714
f48a073ade754e8ba1440d4c7dfa0c25,-1.633852,52.815197
a3049ea25df1f0cd71fa97447c45b797,-1.7222037,52.69212
a62265d7c889f6bb1a53d4269cde64ae,-0.07003,51.47994
d79917961dd2d190c7a01cbcafab08c1,-2.387112,53.264065
05f293c9c37ed2e8bb638f641a1f677d,-0.0928366,51.472416
d724766bc9d6a0739b2f68f3b2adbdea,-2.212355,52.443123
d83aa45fed84304434883142a5404ea6,-0.1489524,51.446926
1d61c57e14554b5d7445c267c50e9fbb,-0.2648452,51.46502
4e106907e01f1fe7d9c2fa051bbbf0bb,-0.2170792,51.46731
7ac29a6ef0e49927ae9311f16b3aaea5,-0.1006569,51.520428
c8b6b18db7be39ce70724802c0c9b7c7,-0.1922978,51.456646
838a76b451836fdf846aacd6fdfd6dfa,-0.1520244,51.510086
21b2d5ec5f1e213f12b9fddb3ff2d1dd,-2.1994004,53.0448
fd11067f75d6012816776b18acf6bb80,-0.1257325,51.50208
142ff512627843daeb358545f363b4fd,-2.1738374,53.03046
8bff1b855b4afca6918595a94e67a554,-2.5873265,53.37956
ac0fa4748910dcc6c66ab6732cb7f32c,-2.7209444,53.286613
eef4c73e8ea2c7a59e3ac4ea1bca6c6f,-2.6167405,53.649727
2fdb800adecb8f9652261b63def635b1,-2.5928788,53.28858
ae46d8a8077c92e719891f6e09db4849,-1.4167488,53.40462
2e3de45cb22220920fdc73d7fea4f5de,-1.5290931,53.78303
a122efb8d4937ab7a4eb6bf931eda03e,-2.3404045,53.482006
cf8b661e27bb97bfc35c03ae602559c3,-0.1622925,51.501583
6bc91cfc4716e879093753636caa2a47,-0.1671391,51.497574
